東京スポーツ杯ジュニアステークス	1	0	0	11	2	350	3300	300	1800	芝	東京
京都ジュニアステークス	1	0	0	11	2	350	3300	300	2000	芝	京都
もちの木賞	1	0	0	11	2	350	1000	700	1800	ダート	京都
赤松賞	1	0	0	11	2	350	1000	700	1600	芝	東京
秋明菊賞	1	0	0	11	2	350	1000	700	1400	芝	京都
カトレア賞	1	0	0	11	2	350	1000	700	1600	ダート	東京
ベゴニア賞	1	0	0	11	2	350	1000	700	1600	芝	東京
白菊賞	1	0	0	11	2	350	1000	700	1600	芝	京都
葉牡丹賞	1	0	0	11	2	350	1000	700	2000	芝	中山
こうやまき賞	1	0	0	11	2	350	1000	700	1600	芝	中京
阪神ジュベナイルフィリーズ	1	0	0	12	1	1000	6500	100	1600	芝	阪神
朝日杯フューチュリティステークス	1	0	0	12	1	1000	7000	100	1600	芝	阪神
万両賞	1	0	0	12	1	350	1000	700	1400	芝	阪神
黒松賞	1	0	0	12	1	350	1000	700	1200	芝	中山
エリカ賞	1	0	0	12	1	350	1000	700	2000	芝	阪神
つわぶき賞	1	0	0	12	1	350	1000	700	1400	芝	中京
ひいらぎ賞	1	0	0	12	1	350	1000	700	1600	芝	中山
さざんか賞	1	0	0	12	1	350	1000	700	1200	芝	阪神
寒椿賞	1	0	0	12	1	350	1000	700	1400	ダート	中京
ホープフルステークス	1	0	0	12	2	1000	7000	100	2000	芝	中山
クリスマスローズステークス	1	0	0	12	2	350	1600	400	1200	芝	中山
千両賞	1	0	0	12	2	350	1000	700	1600	芝	阪神
シンザン記念	0	1	0	1	1	1000	3800	300	1600	芝	京都
フェアリーステークス	0	1	0	1	1	750	3500	300	1600	芝	中山
京成杯	0	1	0	1	1	1000	3800	300	2000	芝	中山
ジュニアカップ	0	1	0	1	1	350	2000	400	1600	芝	中山
紅梅ステークス	0	1	0	1	1	350	2000	400	1400	芝	京都
若駒ステークス	0	1	0	1	2	350	2000	400	2000	芝	京都
クロッカスステークス	0	1	0	1	2	350	2000	400	1400	芝	東京
きさらぎ賞	0	1	0	2	1	1000	3800	300	1800	芝	京都
クイーンカップ	0	1	0	2	1	750	3500	300	1600	芝	東京
共同通信杯	0	1	0	2	1	1000	3800	300	1800	芝	東京
エルフィンステークス	0	1	0	2	1	350	2000	400	1600	芝	京都
ヒヤシンスステークス	0	1	0	2	2	350	1900	400	1600	ダート	東京
すみれステークス	0	1	0	2	2	350	2000	400	2200	芝	阪神
マーガレットステークス	0	1	0	2	2	350	2000	400	1200	芝	阪神
弥生賞	0	1	0	3	1	1750	5400	200	2000	芝	中山
フィリーズレビュー	0	1	0	3	1	1750	5200	200	1400	芝	阪神
チューリップ賞	0	1	0	3	1	1750	5200	200	1600	芝	阪神
アネモネステークス	0	1	0	3	1	350	2000	400	1600	芝	中山
昇竜ステークス	0	1	0	3	1	350	1800	400	1400	ダート	中京
スプリングステークス	0	1	0	3	2	1750	5400	200	1800	芝	中山
ファルコンステークス	0	1	0	3	2	1250	3800	300	1400	芝	中京
フラワーカップ	0	1	0	3	2	750	3500	300	1800	芝	中山
毎日杯	0	1	0	3	2	1250	3800	300	1800	芝	阪神
若葉ステークス	0	1	0	3	2	350	2000	400	2000	芝	阪神
桜花賞	0	1	0	4	1	4500	10500	100	1600	芝	阪神
皐月賞	0	1	0	4	1	4500	11000	100	2000	芝	中山
ニュージーランドトロフィー	0	1	0	4	1	1750	5400	200	1600	芝	中山
アーリントンカップ	0	1	0	4	1	1250	3800	300	1600	芝	阪神
伏竜ステークス	0	1	0	4	1	350	1800	400	1800	ダート	中山
忘れな草賞	0	1	0	4	1	350	2000	400	2000	芝	阪神
フローラステークス	0	1	0	4	2	1750	5200	200	2000	芝	東京
青葉賞	0	1	0	4	2	1800	5400	200	2400	芝	東京
橘ステークス	0	1	0	4	2	350	2000	400	1400	芝	京都
端午ステークス	0	1	0	4	2	350	1800	400	1400	ダート	京都
スイートピーステークス	0	1	0	4	2	350	2000	400	1800	芝	東京
NHKマイルカップ	0	1	0	5	1	5000	10500	100	1600	芝	東京
京都新聞杯	0	1	0	5	1	1750	5400	200	2200	芝	京都
プリンシパルステークス	0	1	0	5	1	350	2000	400	2000	芝	東京
青竜ステークス	0	1	0	5	1	350	1800	400	1600	ダート	東京
オークス	0	1	0	5	2	6000	11000	100	2400	芝	東京
東京優駿（日本ダービー）	0	1	0	5	2	6000	20000	100	2400	芝	東京
葵ステークス	0	1	0	5	2	1250	3800	300	1200	芝	京都
鳳雛ステークス	0	1	0	5	2	350	1900	400	1800	ダート	京都
白百合ステークス	0	1	0	5	2	350	2000	400	1800	芝	京都
ユニコーンステークス	0	1	0	6	2	750	3500	300	1600	ダート	東京
ラジオNIKKEI賞	0	1	0	7	1	1250	3800	300	1800	芝	福島
ジャパンダートダービー	0	1	0	7	1	4000	4500	100	2000	ダート	大井
レパードステークス	0	1	0	8	1	1250	4000	300	1800	ダート	新潟
ローズステークス	0	1	0	9	1	1750	5200	200	1800	芝	阪神
紫苑ステークス	0	1	0	9	1	1000	3500	300	2000	芝	中山
神戸新聞杯	0	1	0	9	2	1750	5400	200	2400	芝	阪神
セントライト記念	0	1	0	9	2	1750	5400	200	2200	芝	中山
秋華賞	0	1	0	10	2	7500	10000	100	2000	芝	京都
菊花賞	0	1	0	10	2	7500	12000	100	3000	芝	京都
安田記念	0	1	1	6	1	15000	13000	100	1600	芝	東京
鳴尾記念	0	1	1	6	1	1500	4100	300	2000	芝	阪神
マーメイドステークス	0	1	1	6	1	1000	3600	300	2000	芝	阪神
エプソムカップ	0	1	1	6	1	1500	4100	300	1800	芝	東京
天保山ステークス	0	1	1	6	1	350	2200	400	1400	ダート	阪神
スレイプニルステークス	0	1	1	6	1	350	2200	400	2100	ダート	東京
宝塚記念	0	1	1	6	2	20000	15000	100	2200	芝	阪神
函館スプリントステークス	0	1	1	6	2	1250	3900	300	1200	芝	函館
アハルテケステークス	0	1	1	6	2	350	2200	400	1600	ダート	東京
米子ステークス	0	1	1	6	2	350	2500	400	1600	芝	阪神
大沼ステークス	0	1	1	6	2	350	2300	400	1700	ダート	函館
パラダイスステークス	0	1	1	6	2	350	2500	400	1400	芝	東京
三宮ステークス	0	1	1	6	2	350	2200	400	1800	ダート	阪神
CBC賞	0	1	1	7	1	1250	3900	300	1200	芝	中京
プロキオンステークス	0	1	1	7	1	1000	3600	300	1400	ダート	中京
七夕賞	0	1	1	7	1	1500	4100	300	2000	芝	福島
函館記念	0	1	1	7	1	1500	4100	300	2000	芝	函館
巴賞	0	1	1	7	1	350	2400	400	1800	芝	函館
マリーンステークス	0	1	1	7	1	350	2200	400	1700	ダート	函館
名鉄杯	0	1	1	7	1	350	2300	400	1800	ダート	中京
中京記念	0	1	1	7	2	1250	3900	300	1600	芝	中京
アイビスサマーダッシュ	0	1	1	7	2	1250	3900	300	1000	芝	新潟
クイーンステークス	0	1	1	7	2	1000	3600	300	1800	芝	札幌
福島テレビオープン	0	1	1	7	2	350	2300	400	1200	芝	福島
小倉記念	0	1	1	8	1	1500	4100	300	2000	芝	小倉
関屋記念	0	1	1	8	1	1250	3900	300	1600	芝	新潟
エルムステークス	0	1	1	8	1	1000	3600	300	1700	ダート	札幌
札幌日経オープン	0	1	1	8	1	350	2600	400	2600	芝	札幌
UHB賞	0	1	1	8	1	350	2300	400	1200	芝	札幌
阿蘇ステークス	0	1	1	8	1	350	2200	400	1700	ダート	小倉
関越ステークス	0	1	1	8	1	350	2400	400	1800	芝	新潟
札幌記念	0	1	1	8	2	2000	7000	200	2000	芝	札幌
北九州記念	0	1	1	8	2	1250	3900	300	1200	芝	小倉
キーンランドカップ	0	1	1	8	2	1500	4100	300	1200	芝	札幌
NST賞	0	1	1	8	2	350	2200	400	1200	ダート	新潟
BSN賞	0	1	1	8	2	350	2300	400	1800	ダート	新潟
小倉日経オープン	0	1	1	8	2	350	2400	400	1800	芝	小倉
朱鷺ステークス	0	1	1	8	2	350	2500	400	1400	芝	新潟
セントウルステークス	0	1	1	9	1	1900	5900	200	1200	芝	阪神
新潟記念	0	1	1	9	1	1500	4100	300	2000	芝	新潟
京成杯オータムハンデキャップ	0	1	1	9	1	1250	3900	300	1600	芝	中山
丹頂ステークス	0	1	1	9	1	350	2400	400	2600	芝	札幌
エニフステークス	0	1	1	9	1	350	2300	400	1400	ダート	阪神
ラジオ日本賞	0	1	1	9	1	350	2200	400	1800	ダート	中山
スプリンターズステークス	0	1	1	9	2	15000	13000	100	1200	芝	中山
オールカマー	0	1	1	9	2	2000	6700	200	2200	芝	中山
シリウスステークス	0	1	1	9	2	1000	3600	300	2000	ダート	阪神
ポートアイランドステークス	0	1	1	9	2	350	2500	400	1600	芝	阪神
ながつきステークス	0	1	1	9	2	350	2200	400	1200	ダート	中山
毎日王冠	0	1	1	10	1	2000	6700	200	1800	芝	東京
京都大賞典	0	1	1	10	1	2000	6700	200	2400	芝	京都
府中ウマ娘ステークス	0	1	1	10	1	1800	5500	200	1800	芝	東京
オパールステークス	0	1	1	10	1	350	2500	400	1200	芝	京都
グリーンチャンネルカップ	0	1	1	10	1	350	2300	400	1400	ダート	東京
オクトーバーステークス	0	1	1	10	1	350	2600	400	2000	芝	東京
信越ステークス	0	1	1	10	1	350	2500	400	1400	芝	新潟
太秦ステークス	0	1	1	10	1	350	2200	400	1800	ダート	京都
天皇賞（秋）	0	1	1	10	2	20000	15000	100	2000	芝	東京
スワンステークス	0	1	1	10	2	1900	5900	200	1400	芝	京都
富士ステークス	0	1	1	10	2	1900	5900	200	1600	芝	東京
室町ステークス	0	1	1	10	2	350	2200	400	1200	ダート	京都
ブラジルカップ	0	1	1	10	2	350	2300	400	2100	ダート	東京
カシオペアステークス	0	1	1	10	2	350	2600	400	1800	芝	京都
ルミエールオータムダッシュ	0	1	1	10	2	350	2500	400	1000	芝	新潟
エリザベス女王杯	0	1	1	11	1	10000	10500	100	2200	芝	京都
アルゼンチン共和国杯	0	1	1	11	1	1900	5700	200	2500	芝	東京
みやこステークス	0	1	1	11	1	750	3800	300	1800	ダート	京都
武蔵野ステークス	0	1	1	11	1	1250	3800	300	1600	ダート	東京
福島記念	0	1	1	11	1	1500	4100	300	2000	芝	福島
オーロカップ	0	1	1	11	1	350	2500	400	1400	芝	東京
JBCレディスクラシック	0	1	1	11	1	12000	4100	100	1800	ダート	大井
JBCスプリント	0	1	1	11	1	12000	6000	100	1200	ダート	大井
JBCクラシック	0	1	1	11	1	12000	8000	100	2000	ダート	大井
マイルチャンピオンシップ	0	1	1	11	2	15000	11000	100	1600	芝	京都
ジャパンカップ	0	1	1	11	2	25000	30000	100	2400	芝	東京
京阪杯	0	1	1	11	2	1250	3900	300	1200	芝	京都
アンドロメダステークス	0	1	1	11	2	350	2600	400	2000	芝	京都
霜月ステークス	0	1	1	11	2	350	2200	400	1400	ダート	東京
福島民友カップ	0	1	1	11	2	350	2300	400	1700	ダート	福島
キャピタルステークス	0	1	1	11	2	350	2500	400	1600	芝	東京
オータムリーフステークス	0	1	1	11	2	350	2200	400	1200	ダート	京都
チャンピオンズカップ	0	1	1	12	1	12000	10000	100	1800	ダート	中京
ステイヤーズステークス	0	1	1	12	1	2000	6200	200	3600	芝	中山
チャレンジカップ	0	1	1	12	1	1500	4100	300	2000	芝	阪神
中日新聞杯	0	1	1	12	1	1500	4100	300	2000	芝	中京
カペラステークス	0	1	1	12	1	1000	3600	300	1200	ダート	中山
ターコイズステークス	0	1	1	12	1	1000	3600	300	1600	芝	中山
ラピスラズリステークス	0	1	1	12	1	350	2500	400	1200	芝	中山
師走ステークス	0	1	1	12	1	350	2300	400	1800	ダート	中山
リゲルステークス	0	1	1	12	1	350	2500	400	1600	芝	阪神
タンザナイトステークス	0	1	1	12	1	350	2300	400	1200	芝	阪神
ディセンバーステークス	0	1	1	12	1	350	2600	400	1800	芝	中山
有馬記念	0	1	1	12	2	25000	30000	100	2500	芝	中山
阪神カップ	0	1	1	12	2	2000	6700	200	1400	芝	阪神
ギャラクシーステークス	0	1	1	12	2	350	2200	400	1400	ダート	阪神
ベテルギウスステークス	0	1	1	12	2	350	2200	400	1800	ダート	阪神
東京大賞典	0	1	1	12	2	12000	8000	100	2000	ダート	大井
日経新春杯	0	0	1	1	1	1800	5700	200	2400	芝	京都
京都金杯	0	0	1	1	1	1500	4100	300	1600	芝	京都
中山金杯	0	0	1	1	1	1500	4100	300	2000	芝	中山
愛知杯	0	0	1	1	1	750	3600	300	2000	芝	中京
万葉ステークス	0	0	1	1	1	350	2400	400	3000	芝	京都
淀短距離ステークス	0	0	1	1	1	350	2500	400	1200	芝	京都
ポルックスステークス	0	0	1	1	1	350	2200	400	1800	ダート	中山
ジャニュアリーステークス	0	0	1	1	1	350	2200	400	1200	ダート	中山
ニューイヤーステークス	0	0	1	1	1	350	2500	400	1600	芝	中山
カーバンクルステークス	0	0	1	1	1	350	2300	400	1200	芝	中山
東海ステークス	0	0	1	1	2	1800	5500	200	1800	ダート	中京
アメリカJCC	0	0	1	1	2	1900	6200	200	2200	芝	中山
シルクロードステークス	0	0	1	1	2	1250	3900	300	1200	芝	京都
根岸ステークス	0	0	1	1	2	1000	3800	300	1400	ダート	東京
すばるステークス	0	0	1	1	2	350	2300	400	1400	ダート	京都
白富士ステークス	0	0	1	1	2	350	2600	400	2000	芝	東京
京都記念	0	0	1	2	1	1900	6200	200	2200	芝	京都
東京新聞杯	0	0	1	2	1	1250	3900	300	1600	芝	東京
大和ステークス	0	0	1	2	1	350	2200	400	1200	ダート	京都
洛陽ステークス	0	0	1	2	1	350	2500	400	1600	芝	京都
アルデバランステークス	0	0	1	2	1	350	2200	400	1900	ダート	京都
バレンタインステークス	0	0	1	2	1	350	2200	400	1400	ダート	東京
フェブラリーステークス	0	0	1	2	2	12000	10000	100	1600	ダート	東京
中山記念	0	0	1	2	2	1900	6700	200	1800	芝	中山
京都ウマ娘ステークス	0	0	1	2	2	750	3600	300	1400	芝	京都
ダイヤモンドステークス	0	0	1	2	2	1500	4100	300	3400	芝	東京
小倉大賞典	0	0	1	2	2	1500	4100	300	1800	芝	小倉
阪急杯	0	0	1	2	2	1500	4100	300	1400	芝	阪神
総武ステークス	0	0	1	2	2	350	2200	400	1800	ダート	中山
北九州短距離ステークス	0	0	1	2	2	350	2300	400	1200	芝	小倉
金鯱賞	0	0	1	3	1	2000	6700	200	2000	芝	中京
オーシャンステークス	0	0	1	3	1	1500	4100	300	1200	芝	中山
中山ウマ娘ステークス	0	0	1	3	1	1000	3600	300	1800	芝	中山
大阪城ステークス	0	0	1	3	1	350	2600	400	1800	芝	阪神
ポラリスステークス	0	0	1	3	1	350	2200	400	1400	ダート	阪神
仁川ステークス	0	0	1	3	1	350	2300	400	2000	ダート	阪神
東風ステークス	0	0	1	3	1	350	2500	400	1600	芝	中山
高松宮記念	0	0	1	3	2	15000	13000	100	1200	芝	中京
大阪杯	0	0	1	3	2	20000	13500	100	2000	芝	阪神
阪神大賞典	0	0	1	3	2	2000	6700	200	3000	芝	阪神
日経賞	0	0	1	3	2	2000	6700	200	2500	芝	中山
マーチステークス	0	0	1	3	2	1000	3600	300	1800	ダート	中山
千葉ステークス	0	0	1	3	2	350	2200	400	1200	ダート	中山
六甲ステークス	0	0	1	3	2	350	2500	400	1600	芝	阪神
阪神ウマ娘ステークス	0	0	1	4	1	1800	5500	200	1600	芝	阪神
ダービー卿チャレンジトロフィー	0	0	1	4	1	1250	3900	300	1600	芝	中山
アンタレスステークス	0	0	1	4	1	1000	3600	300	1800	ダート	阪神
コーラルステークス	0	0	1	4	1	350	2300	400	1400	ダート	阪神
京葉ステークス	0	0	1	4	1	350	2300	400	1200	ダート	中山
春雷ステークス	0	0	1	4	1	350	2500	400	1200	芝	中山
福島民報杯	0	0	1	4	1	350	2600	400	2000	芝	福島
吾妻小富士ステークス	0	0	1	4	1	350	2200	400	1700	ダート	福島
天皇賞（春）	0	0	1	4	2	20000	15000	100	3200	芝	京都
マイラーズカップ	0	0	1	4	2	1900	5900	200	1600	芝	京都
福島ウマ娘ステークス	0	0	1	4	2	1250	3800	300	1800	芝	福島
オアシスステークス	0	0	1	4	2	350	2300	400	1600	ダート	東京
天王山ステークス	0	0	1	4	2	350	2200	400	1200	ダート	京都
ヴィクトリアマイル	0	0	1	5	1	10000	10500	100	1600	芝	東京
京王杯スプリングカップ	0	0	1	5	1	1900	5900	200	1400	芝	東京
新潟大賞典	0	0	1	5	1	1500	4100	300	2000	芝	新潟
谷川岳ステークス	0	0	1	5	1	350	2500	400	1600	芝	新潟
メトロポリタンステークス	0	0	1	5	1	350	2600	400	2400	芝	東京
鞍馬ステークス	0	0	1	5	1	350	2300	400	1200	芝	京都
ブリリアントステークス	0	0	1	5	1	350	2300	400	2100	ダート	東京
都大路ステークス	0	0	1	5	1	350	2600	400	1800	芝	京都
栗東ステークス	0	0	1	5	1	350	2300	400	1400	ダート	京都
目黒記念	0	0	1	5	2	1800	5700	200	2500	芝	東京
平安ステークス	0	0	1	5	2	1000	3600	300	1900	ダート	京都
メイステークス	0	0	1	5	2	350	2400	400	1800	芝	東京
韋駄天ステークス	0	0	1	5	2	350	2300	400	1000	芝	新潟
欅ステークス	0	0	1	5	2	350	2200	400	1400	ダート	東京
安土城ステークス	0	0	1	5	2	350	2500	400	1400	芝	京都
帝王賞	0	0	1	6	2	12000	6000	100	2000	ダート	大井
